ID,Platform,Project Name,Project ID,Version Number,Version ID,Dependency Name,Dependency Platform,Dependency Kind,Optional Dependency,Dependency Requirements,Dependency Project ID
8737,Dub,a4g,197,0.1.0,2,a4g:client,Dub,runtime,,*,
8738,Dub,a4g,197,0.1.0,2,a4g:server,Dub,runtime,,*,
8743,Dub,ae,199,1.0.0,6,openssl,Dub,runtime,,>=1.1.3+1.0.1g,493
8744,Dub,ae,199,1.0.1,7,openssl,Dub,runtime,,>=1.1.3+1.0.1g,493
8752,Dub,anchovy,203,0.2.4,21,anchovy:core,Dub,runtime,,~master,
8753,Dub,anchovy,203,0.2.4,21,anchovy:graphics,Dub,runtime,,~master,
8754,Dub,anchovy,203,0.2.4,21,anchovy:gui,Dub,runtime,,~master,
8755,Dub,anchovy,203,0.2.4,21,anchovy:utils,Dub,runtime,,~master,
8756,Dub,anchovy,203,0.3.0,22,anchovy:core,Dub,runtime,,~master,
8757,Dub,anchovy,203,0.3.0,22,anchovy:graphics,Dub,runtime,,~master,
8758,Dub,anchovy,203,0.3.0,22,anchovy:gui,Dub,runtime,,~master,
8759,Dub,anchovy,203,0.3.0,22,anchovy:utils,Dub,runtime,,~master,
8760,Dub,anchovy,203,0.4.0,23,anchovy:core,Dub,runtime,,~master,
8761,Dub,anchovy,203,0.4.0,23,anchovy:graphics,Dub,runtime,,~master,
8762,Dub,anchovy,203,0.4.0,23,anchovy:gui,Dub,runtime,,~master,
8763,Dub,anchovy,203,0.4.0,23,anchovy:utils,Dub,runtime,,~master,
8764,Dub,anchovy,203,0.5.0,24,anchovy:core,Dub,runtime,,~master,
8765,Dub,anchovy,203,0.5.0,24,anchovy:graphics,Dub,runtime,,~master,
8766,Dub,anchovy,203,0.5.0,24,anchovy:gui,Dub,runtime,,~master,
8767,Dub,anchovy,203,0.5.0,24,anchovy:utils,Dub,runtime,,~master,
8768,Dub,anchovy,203,0.6.0,25,anchovy:core,Dub,runtime,,~master,
8769,Dub,anchovy,203,0.6.0,25,anchovy:graphics,Dub,runtime,,~master,
8770,Dub,anchovy,203,0.6.0,25,anchovy:gui,Dub,runtime,,~master,
8771,Dub,anchovy,203,0.6.0,25,anchovy:utils,Dub,runtime,,~master,
8772,Dub,anchovy,203,0.6.1,26,derelict-ft,Dub,runtime,,~master,288
8773,Dub,anchovy,203,0.6.1,26,dlib,Dub,runtime,,==0.3.1,346
8774,Dub,anchovy,203,0.6.1,26,derelict-fi,Dub,runtime,,~master,287
8775,Dub,anchovy,203,0.6.1,26,derelict-glfw3,Dub,runtime,,==1.0.0,290
8776,Dub,anchovy,203,0.6.1,26,derelict-sdl2,Dub,runtime,,==1.2.0,297
8777,Dub,anchovy,203,0.6.1,26,sdlang-d,Dub,runtime,,0.8.4,523
8778,Dub,anchovy,203,0.6.1,26,derelict-gl3,Dub,runtime,,==1.0.0,289
8779,Dub,anchovy,203,0.6.2,27,derelict-ft,Dub,runtime,,~master,288
8780,Dub,anchovy,203,0.6.2,27,dlib,Dub,runtime,,==0.3.1,346
8781,Dub,anchovy,203,0.6.2,27,derelict-fi,Dub,runtime,,~master,287
8782,Dub,anchovy,203,0.6.2,27,derelict-glfw3,Dub,runtime,,==1.0.0,290
8785,Dub,anchovy,203,0.6.2,27,derelict-gl3,Dub,runtime,,==1.0.0,289
8784,Dub,anchovy,203,0.6.2,27,sdlang-d,Dub,runtime,,0.8.4,523
8783,Dub,anchovy,203,0.6.2,27,derelict-sdl2,Dub,runtime,,==1.2.0,297
8786,Dub,anchovy,203,0.7.0,28,derelict-ft,Dub,runtime,,>=1.0.0,288
8787,Dub,anchovy,203,0.7.0,28,dlib,Dub,runtime,,>=0.3.3,346
8788,Dub,anchovy,203,0.7.0,28,derelict-fi,Dub,runtime,,>=1.0.0,287
8789,Dub,anchovy,203,0.7.0,28,derelict-glfw3,Dub,runtime,,>=1.0.0,290
8791,Dub,anchovy,203,0.7.0,28,sdlang-d,Dub,runtime,,>=0.8.4,523
8792,Dub,anchovy,203,0.7.0,28,derelict-gl3,Dub,runtime,,>=1.0.0,289
8790,Dub,anchovy,203,0.7.0,28,derelict-sdl2,Dub,runtime,,>=1.2.0,297
8794,Dub,anchovy,203,0.7.1,29,dlib,Dub,runtime,,>=0.3.3,346
8793,Dub,anchovy,203,0.7.1,29,derelict-ft,Dub,runtime,,>=1.0.0,288
8795,Dub,anchovy,203,0.7.1,29,derelict-fi,Dub,runtime,,>=1.0.0,287
8796,Dub,anchovy,203,0.7.1,29,derelict-glfw3,Dub,runtime,,>=1.0.0,290
8797,Dub,anchovy,203,0.7.1,29,derelict-sdl2,Dub,runtime,,>=1.2.0,297
8798,Dub,anchovy,203,0.7.1,29,sdlang-d,Dub,runtime,,>=0.8.4,523
8799,Dub,anchovy,203,0.7.1,29,derelict-gl3,Dub,runtime,,>=1.0.0,289
8546823,Dub,anchovy,203,0.8.0,3350458,derelict-ft,Dub,runtime,,>=1.0.2,288
8546824,Dub,anchovy,203,0.8.0,3350458,dlib,Dub,runtime,,>=0.6.1,346
8546825,Dub,anchovy,203,0.8.0,3350458,derelict-fi,Dub,runtime,,==2.0.1,287
8546826,Dub,anchovy,203,0.8.0,3350458,derelict-glfw3,Dub,runtime,,>=1.1.0,290
8546827,Dub,anchovy,203,0.8.0,3350458,sdlang-d,Dub,runtime,,>=0.9.1,523
8546828,Dub,anchovy,203,0.8.0,3350458,derelict-gl3,Dub,runtime,,>=1.0.14,289
9760155,Dub,anchovy,203,0.8.1,3779698,derelict-ft,Dub,runtime,,>=1.0.2,288
9760156,Dub,anchovy,203,0.8.1,3779698,dlib,Dub,runtime,,>=0.6.1,346
9760157,Dub,anchovy,203,0.8.1,3779698,derelict-fi,Dub,runtime,,2.0.1,287
9760158,Dub,anchovy,203,0.8.1,3779698,derelict-glfw3,Dub,runtime,,>=1.1.0,290
9760159,Dub,anchovy,203,0.8.1,3779698,sdlang-d,Dub,runtime,,>=0.9.1,523
9760160,Dub,anchovy,203,0.8.1,3779698,derelict-gl3,Dub,runtime,,>=1.0.14,289
11998980,Dub,anchovy,203,0.8.2,4303735,derelict-ft,Dub,runtime,,>=1.0.2,288
11998981,Dub,anchovy,203,0.8.2,4303735,dlib,Dub,runtime,,>=0.6.1,346
11998982,Dub,anchovy,203,0.8.2,4303735,derelict-fi,Dub,runtime,,2.0.1,287
11998983,Dub,anchovy,203,0.8.2,4303735,derelict-glfw3,Dub,runtime,,>=1.1.0,290
11998984,Dub,anchovy,203,0.8.2,4303735,sdlang-d,Dub,runtime,,>=0.9.1,523
11998985,Dub,anchovy,203,0.8.2,4303735,derelict-gl3,Dub,runtime,,>=1.0.14,289
13295773,Dub,anchovy,203,0.8.3,4520756,derelict-ft,Dub,runtime,,1.0.2,288
13295774,Dub,anchovy,203,0.8.3,4520756,dlib,Dub,runtime,,0.7.1,346
13295775,Dub,anchovy,203,0.8.3,4520756,derelict-fi,Dub,runtime,,2.0.2,287
13295776,Dub,anchovy,203,0.8.3,4520756,derelict-glfw3,Dub,runtime,,1.1.0,290
13295777,Dub,anchovy,203,0.8.3,4520756,sdlang-d,Dub,runtime,,0.9.3,523
13295778,Dub,anchovy,203,0.8.3,4520756,derelict-gl3,Dub,runtime,,1.0.17,289
8801,Dub,antispam,205,0.0.1,34,vibe-d,Dub,runtime,,~master,579
8802,Dub,antispam,205,0.0.2,35,vibe-d,Dub,runtime,,~master,579
8803,Dub,antispam,205,0.0.3,36,vibe-d,Dub,runtime,,~>0.7.17,579
8804,Dub,antispam,205,0.0.4,37,vibe-d,Dub,runtime,,~>0.7.17,579
8805,Dub,antispam,205,0.0.5,38,vibe-d,Dub,runtime,,~>0.7.21-alpha.1,579
22059426,Dub,antispam,205,0.0.6,6195566,vibe-d,Dub,runtime,,~>0.7.21,579
38409380,Dub,antispam,205,0.0.7,8141718,vibe-d,Dub,runtime,,>=0.7.28 <0.9.0,579
38409382,Dub,antispam,205,0.0.8,8141719,vibe-d,Dub,runtime,,>=0.7.28 <0.9.0,579
40938062,Dub,antispam,205,0.0.9,8417832,vibe-d,Dub,runtime,,>=0.7.28 <0.9.0,579
41988031,Dub,antispam,205,0.1.0,8514154,vibe-d:http,Dub,runtime,,>=0.7.30 <0.9.0,
42182087,Dub,antispam,205,0.1.1,8541707,vibe-d:http,Dub,runtime,,>=0.7.30 <0.9.0,
42182088,Dub,antispam,205,0.1.2,8541712,vibe-d:http,Dub,runtime,,>=0.7.30 <0.9.0,
8871,Dub,atmosphere_gm,210,0.0.0,48,simple_matrix,Dub,runtime,,>=0.3.0,529
8872,Dub,atmosphere_gm,210,0.0.0,48,cblas,Dub,runtime,,>=0.0.4,227
8873,Dub,atmosphere_gm,210,0.0.1,49,simple_matrix,Dub,runtime,,>=0.3.0,529
8874,Dub,atmosphere_gm,210,0.0.1,49,cblas,Dub,runtime,,>=0.0.4,227
8855,Dub,atmosphere_gm,210,0.0.10,21905,simple_matrix,Dub,runtime,,~>0.3.1,529
8856,Dub,atmosphere_gm,210,0.0.10,21905,bessel,Dub,runtime,,~>3.1.3,217
8857,Dub,atmosphere_gm,210,0.0.10,21905,cblas,Dub,runtime,,~>0.0.4,227
8858,Dub,atmosphere_gm,210,0.0.10,21905,scid,Dub,runtime,,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519
8847,Dub,atmosphere_gm,210,0.0.11,1269854,simple_matrix,Dub,runtime,,~>0.3.1,529
8848,Dub,atmosphere_gm,210,0.0.11,1269854,bessel,Dub,runtime,,~>3.1.3,217
8849,Dub,atmosphere_gm,210,0.0.11,1269854,cblas,Dub,runtime,,~>0.0.4,227
8850,Dub,atmosphere_gm,210,0.0.11,1269854,scid,Dub,runtime,,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519
8835,Dub,atmosphere_gm,210,0.0.12,1687604,simple_matrix,Dub,runtime,,~>0.3.1,529
8836,Dub,atmosphere_gm,210,0.0.12,1687604,bessel,Dub,runtime,,~>3.1.3,217
8837,Dub,atmosphere_gm,210,0.0.12,1687604,cblas,Dub,runtime,,~>0.0.4,227
8838,Dub,atmosphere_gm,210,0.0.12,1687604,scid,Dub,runtime,,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519
8811,Dub,atmosphere_gm,210,0.0.13,1699151,simple_matrix,Dub,runtime,,~>0.3.1,529
8812,Dub,atmosphere_gm,210,0.0.13,1699151,bessel,Dub,runtime,,~>3.1.3,217
8813,Dub,atmosphere_gm,210,0.0.13,1699151,cblas,Dub,runtime,,~>0.0.4,227
8814,Dub,atmosphere_gm,210,0.0.13,1699151,scid,Dub,runtime,,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519
8875,Dub,atmosphere_gm,210,0.0.2,50,simple_matrix,Dub,runtime,,>=0.3.0,529
8876,Dub,atmosphere_gm,210,0.0.2,50,cblas,Dub,runtime,,>=0.0.4,227
8877,Dub,atmosphere_gm,210,0.0.3,51,simple_matrix,Dub,runtime,,>=0.3.1,529
8878,Dub,atmosphere_gm,210,0.0.3,51,cblas,Dub,runtime,,>=0.0.4,227
8879,Dub,atmosphere_gm,210,0.0.4,52,simple_matrix,Dub,runtime,,>=0.3.1,529
8880,Dub,atmosphere_gm,210,0.0.4,52,cblas,Dub,runtime,,>=0.0.4,227
8881,Dub,atmosphere_gm,210,0.0.5,53,simple_matrix,Dub,runtime,,~>0.3.1,529
8882,Dub,atmosphere_gm,210,0.0.5,53,bessel,Dub,runtime,,~>3.1.3,217
8883,Dub,atmosphere_gm,210,0.0.5,53,cblas,Dub,runtime,,~>0.0.4,227
8884,Dub,atmosphere_gm,210,0.0.5,53,scid,Dub,runtime,,~>0.1.0,519
8885,Dub,atmosphere_gm,210,0.0.7,54,simple_matrix,Dub,runtime,,~>0.3.1,529
8886,Dub,atmosphere_gm,210,0.0.7,54,bessel,Dub,runtime,,~>3.1.3,217
8887,Dub,atmosphere_gm,210,0.0.7,54,cblas,Dub,runtime,,~>0.0.4,227
8888,Dub,atmosphere_gm,210,0.0.7,54,scid,Dub,runtime,,~>0.1.0,519
8889,Dub,atmosphere_gm,210,0.0.8,55,simple_matrix,Dub,runtime,,~>0.3.1,529
8890,Dub,atmosphere_gm,210,0.0.8,55,bessel,Dub,runtime,,~>3.1.3,217
8891,Dub,atmosphere_gm,210,0.0.8,55,cblas,Dub,runtime,,~>0.0.4,227
8892,Dub,atmosphere_gm,210,0.0.8,55,scid,Dub,runtime,,~>0.1.0,519
8859,Dub,atmosphere_gm,210,0.0.9,21904,simple_matrix,Dub,runtime,,~>0.3.1,529
8860,Dub,atmosphere_gm,210,0.0.9,21904,bessel,Dub,runtime,,~>3.1.3,217
8861,Dub,atmosphere_gm,210,0.0.9,21904,cblas,Dub,runtime,,~>0.0.4,227
8862,Dub,atmosphere_gm,210,0.0.9,21904,scid,Dub,runtime,,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519
370805,Dub,atmosphere_gm,210,0.1.0,2479679,simple_matrix,Dub,runtime,,~>0.3.1,529
370806,Dub,atmosphere_gm,210,0.1.0,2479679,bessel,Dub,runtime,,~>3.1.3,217
370807,Dub,atmosphere_gm,210,0.1.0,2479679,cblas,Dub,runtime,,~>0.0.4,227
370808,Dub,atmosphere_gm,210,0.1.0,2479679,scid,Dub,runtime,,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519
398674,Dub,atmosphere_gm,210,0.1.1,2481012,simple_matrix,Dub,runtime,,~>0.3.1,529
398675,Dub,atmosphere_gm,210,0.1.1,2481012,bessel,Dub,runtime,,~>3.1.3,217
398676,Dub,atmosphere_gm,210,0.1.1,2481012,cblas,Dub,runtime,,~>0.0.4,227
398677,Dub,atmosphere_gm,210,0.1.1,2481012,scid,Dub,runtime,,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519
4235015,Dub,atmosphere_gm,210,0.1.2,2702797,simple_matrix,Dub,runtime,,~>0.3.1,529
4235016,Dub,atmosphere_gm,210,0.1.2,2702797,bessel,Dub,runtime,,~>3.1.6,217
4235017,Dub,atmosphere_gm,210,0.1.2,2702797,cblas,Dub,runtime,,~>0.1.0,227
4235018,Dub,atmosphere_gm,210,0.1.2,2702797,scid,Dub,runtime,,~master,519
5737395,Dub,atmosphere_gm,210,0.1.3,2868919,simple_matrix,Dub,runtime,,~>0.3.1,529
5737396,Dub,atmosphere_gm,210,0.1.3,2868919,bessel,Dub,runtime,,~>3.1.6,217
5737397,Dub,atmosphere_gm,210,0.1.3,2868919,cblas,Dub,runtime,,~>0.1.0,227
5737398,Dub,atmosphere_gm,210,0.1.3,2868919,scid,Dub,runtime,,~master,519
5816339,Dub,atmosphere_gm,210,0.1.4,2887325,simple_matrix,Dub,runtime,,~>0.3.1,529
5816340,Dub,atmosphere_gm,210,0.1.4,2887325,cblas,Dub,runtime,,~>0.1.0,227
5816341,Dub,atmosphere_gm,210,0.1.4,2887325,scid,Dub,runtime,,~>0.2.0,519
8894,Dub,aws-d-metadata,212,0.0.1,59,vibe-d,Dub,runtime,,==0.7.20,579
8910,Dub,batch-engine,214,0.0.1,64,gl3n,Dub,runtime,,~master,403
8911,Dub,batch-engine,214,0.0.1,64,derelict-ft,Dub,runtime,,~master,288
8912,Dub,batch-engine,214,0.0.1,64,derelict-fi,Dub,runtime,,~master,287
8913,Dub,batch-engine,214,0.0.1,64,derelict-glfw3,Dub,runtime,,~master,290
8914,Dub,batch-engine,214,0.0.1,64,derelict-gl3,Dub,runtime,,~master,289
8918,Dub,batch-engine,214,0.0.2,65,derelict-glfw3,Dub,runtime,,~master,290
8919,Dub,batch-engine,214,0.0.2,65,derelict-gl3,Dub,runtime,,~master,289
8915,Dub,batch-engine,214,0.0.2,65,gl3n,Dub,runtime,,~master,403
8916,Dub,batch-engine,214,0.0.2,65,derelict-ft,Dub,runtime,,~master,288
8917,Dub,batch-engine,214,0.0.2,65,derelict-fi,Dub,runtime,,~master,287
8923,Dub,bed,216,0.0.1,70,colorize,Dub,runtime,,>=0.2.1,233
8922,Dub,bed,216,0.0.1-a1,69,colorize,Dub,runtime,,>=0.2.1,233
8924,Dub,bed,216,0.0.2,71,colorize,Dub,runtime,,>=0.2.1,233
8925,Dub,bed,216,0.0.3,72,colorize,Dub,runtime,,>=0.2.1,233
8926,Dub,bed,216,0.0.4,73,colorize,Dub,runtime,,>=1.0.1,233
8927,Dub,bed,216,0.0.5,74,colorize,Dub,runtime,,>=1.0.1,233
13318436,Dub,cairod,223,0.0.1-alpha.2+1.10.2,4525349,x11,Dub,runtime,,>=1.0.9 <1.1.0,592
13318437,Dub,cairod,223,0.0.1-alpha.2+1.10.2,4525349,derelict-ft,Dub,runtime,,>=1.0.2 <1.1.0,288
14760988,Dub,cairod,223,0.0.1-alpha.3+1.10.2,4742627,derelict-ft,Dub,runtime,,>=1.0.2 <1.1.0,288
8928,Dub,carbon,224,1.0.0,2213332,lock-free,Dub,runtime,,>=0.1.1,455
491439,Dub,carbon,224,1.0.1,2635057,lock-free,Dub,runtime,,>=0.1.1,455
5382528,Dub,carbon,224,1.1.0,2754349,lock-free,Dub,runtime,,>=0.1.1,455
5733647,Dub,carbon,224,1.2.0,2867867,lock-free,Dub,runtime,,>=0.1.1,455
5951243,Dub,carbon,224,1.3.0,2916310,lock-free,Dub,runtime,,>=0.1.1,455
6236550,Dub,carbon,224,1.4.0,2978450,lock-free,Dub,runtime,,>=0.1.1,455
6911676,Dub,carbon,224,1.4.1,3038352,lock-free,Dub,runtime,,>=0.1.1,455
10207913,Dub,carbon,224,1.5.0,3853427,lock-free,Dub,runtime,,>=0.1.1,455
10207912,Dub,carbon,224,1.5.1,3853429,lock-free,Dub,runtime,,>=0.1.1,455
10207911,Dub,carbon,224,1.5.2,3853430,lock-free,Dub,runtime,,>=0.1.1,455
10207910,Dub,carbon,224,1.5.3,3853432,lock-free,Dub,runtime,,>=0.1.1,455
10207909,Dub,carbon,224,1.5.4,3853433,lock-free,Dub,runtime,,>=0.1.1,455
10469689,Dub,carbon,224,1.6.0,3895479,lock-free,Dub,runtime,,>=0.1.1,455
14048940,Dub,carbon,224,1.7.0,4634177,msgpack-d,Dub,runtime,,>=1.0.0-beta.2 <1.1.0,475
14048941,Dub,carbon,224,1.7.0,4634177,lock-free,Dub,runtime,,>=0.1.1 <0.2.0,455
8933,Dub,cassandra-d,225,0.0.1,103,vibe-d,Dub,runtime,,~master,579
8934,Dub,cassandra-d,225,0.0.2,104,vibe-d,Dub,runtime,,~>0.7.19,579
8572906,Dub,cassandra-d,225,0.0.3,3356039,vibe-d,Dub,runtime,,~>0.7.19,579
8940,Dub,clfft,231,0.1.0,130,derelict_extras-opencl,Dub,runtime,,>=1.2.0,307
8941,Dub,clfft,231,0.1.1,131,derelict_extras-opencl,Dub,runtime,,>=1.2.0,307
8944,Dub,cmsed,232,0.2.0,134,cmsed:base,Dub,runtime,,~master,
8965,Dub,crate-d,237,0.0.1,153,vibe-d,Dub,runtime,,>=0.7.21-rc.2,579
8959,Dub,crate-d,237,0.1.0,21910,temple,Dub,runtime,,>=0.7.3,553
8960,Dub,crate-d,237,0.1.0,21910,vibe-d,Dub,runtime,,>=0.7.21,579
8957,Dub,crate-d,237,0.1.1,21911,temple,Dub,runtime,,>=0.7.3,553
8958,Dub,crate-d,237,0.1.1,21911,vibe-d,Dub,runtime,,>=0.7.21,579
8951,Dub,crate-d,237,0.1.2,423254,temple,Dub,runtime,,>=0.7.3,553
8952,Dub,crate-d,237,0.1.2,423254,vibe-d,Dub,runtime,,>=0.7.21,579
8967,Dub,ctini,239,0.1.1,157,pegged,Dub,runtime,,~master,499
8968,Dub,ctini,239,0.2.0,158,pegged,Dub,runtime,,~master,499
8969,Dub,ctini,239,0.2.1,159,pegged,Dub,runtime,,~master,499
6307846,Dub,ctpg,240,3.0.0,2993415,compile-time-unittest,Dub,runtime,,~>0.0.2,763574
6307847,Dub,ctpg,240,3.0.0,2993415,selflinoin,Dub,runtime,,~>0.0.1,767515
6913160,Dub,ctpg,240,3.0.1,3038622,compile-time-unittest,Dub,runtime,,~>0.0.2,763574
6913161,Dub,ctpg,240,3.0.1,3038622,selflinoin,Dub,runtime,,~>0.0.1,767515
6913573,Dub,ctpg,240,3.0.2,3038724,compile-time-unittest,Dub,runtime,,~>0.0.2,763574
6913574,Dub,ctpg,240,3.0.2,3038724,selflinoin,Dub,runtime,,~>0.0.1,767515
8972,Dub,d-leveldb,244,1.16.0,180,leveldb,Dub,runtime,,>=1.16.0,429
8973,Dub,dakka,256,0.0.1,221,vibe-d,Dub,runtime,,>=0.7.20,579
8974,Dub,dakka,256,0.0.1,221,cerealed,Dub,runtime,,~master,229
8980,Dub,dart,257,0.1.1,224,mysql-native,Dub,runtime,,~>0.1.0,481
8978,Dub,dart,257,0.1.1,224,dunit,Dub,runtime,,~>1.0.4,372
8979,Dub,dart,257,0.1.1,224,vibe-d,Dub,runtime,,~>0.7.21,579
8981,Dub,dart,257,0.1.2,225,dunit,Dub,runtime,,>=1.0.4,372
8982,Dub,dart,257,0.1.2,225,vibe-d,Dub,runtime,,>=0.7.21,579
8983,Dub,dart,257,0.1.2,225,mysql-native,Dub,runtime,,>=0.1.0,481
8984,Dub,dart,257,0.2.0,226,dunit,Dub,runtime,,>=1.0.4,372
8985,Dub,dart,257,0.2.0,226,vibe-d,Dub,runtime,,>=0.7.21,579
8986,Dub,dart,257,0.2.0,226,mysql-native,Dub,runtime,,>=0.1.0,481
9252,Dub,dash,258,0.10.0,253,gl3n,Dub,runtime,,~master,403
9253,Dub,dash,258,0.10.0,253,x11,Dub,runtime,,~>1.0,592
9254,Dub,dash,258,0.10.0,253,derelict-assimp3,Dub,runtime,,~>1.0,282
9255,Dub,dash,258,0.10.0,253,msgpack-d,Dub,runtime,,==0.9.2,475
9256,Dub,dash,258,0.10.0,253,vibe-d,Dub,runtime,,==0.7.21-alpha.4,579
9257,Dub,dash,258,0.10.0,253,derelict-fi,Dub,runtime,,~>1.0,287
9258,Dub,dash,258,0.10.0,253,derelict-gl3,Dub,runtime,,~>1.0,289
9259,Dub,dash,258,0.10.0,253,dyaml,Dub,runtime,,~>0.5,374
9260,Dub,dash,258,0.10.0,253,dlogg,Dub,runtime,,~>0.3,349
9237,Dub,dash,258,0.10.0-beta1,251,msgpack-d,Dub,runtime,,==0.9.2,475
9238,Dub,dash,258,0.10.0-beta1,251,vibe-d,Dub,runtime,,==0.7.21-alpha.4,579
9239,Dub,dash,258,0.10.0-beta1,251,derelict-fi,Dub,runtime,,~>1.0,287
9240,Dub,dash,258,0.10.0-beta1,251,derelict-gl3,Dub,runtime,,~>1.0,289
9241,Dub,dash,258,0.10.0-beta1,251,dyaml,Dub,runtime,,~>0.5,374
9242,Dub,dash,258,0.10.0-beta1,251,dlogg,Dub,runtime,,~>0.3,349
9234,Dub,dash,258,0.10.0-beta1,251,gl3n,Dub,runtime,,~master,403
9235,Dub,dash,258,0.10.0-beta1,251,x11,Dub,runtime,,~>1.0,592
9236,Dub,dash,258,0.10.0-beta1,251,derelict-assimp3,Dub,runtime,,~>1.0,282
9243,Dub,dash,258,0.10.0-beta2,252,gl3n,Dub,runtime,,~master,403
9244,Dub,dash,258,0.10.0-beta2,252,x11,Dub,runtime,,~>1.0,592
9245,Dub,dash,258,0.10.0-beta2,252,derelict-assimp3,Dub,runtime,,~>1.0,282
9246,Dub,dash,258,0.10.0-beta2,252,msgpack-d,Dub,runtime,,==0.9.2,475
9247,Dub,dash,258,0.10.0-beta2,252,vibe-d,Dub,runtime,,==0.7.21-alpha.4,579
9248,Dub,dash,258,0.10.0-beta2,252,derelict-fi,Dub,runtime,,~>1.0,287
9249,Dub,dash,258,0.10.0-beta2,252,derelict-gl3,Dub,runtime,,~>1.0,289
9250,Dub,dash,258,0.10.0-beta2,252,dyaml,Dub,runtime,,~>0.5,374
9251,Dub,dash,258,0.10.0-beta2,252,dlogg,Dub,runtime,,~>0.3,349
9363,Dub,dash,258,0.11.0,264,gl3n,Dub,runtime,,==1.0.0,403
9364,Dub,dash,258,0.11.0,264,logger,Dub,runtime,,==0.3.3,457
9365,Dub,dash,258,0.11.0,264,x11,Dub,runtime,,~>1.0,592
9366,Dub,dash,258,0.11.0,264,derelict-assimp3,Dub,runtime,,~>1.0,282
9367,Dub,dash,258,0.11.0,264,colorize,Dub,runtime,,==1.0.5,233
9368,Dub,dash,258,0.11.0,264,msgpack-d,Dub,runtime,,==0.9.2,475
9369,Dub,dash,258,0.11.0,264,vibe-d,Dub,runtime,,0.7.21-rc.4,579
9370,Dub,dash,258,0.11.0,264,derelict-fi,Dub,runtime,,~>1.0,287
9371,Dub,dash,258,0.11.0,264,derelict-gl3,Dub,runtime,,~>1.0,289
9372,Dub,dash,258,0.11.0,264,dyaml,Dub,runtime,,~>0.5,374
9373,Dub,dash,258,0.11.0,264,gfm:sdl2,Dub,runtime,,==1.3.8,
9261,Dub,dash,258,0.11.0-beta1,254,gl3n,Dub,runtime,,==1.0.0,403
9262,Dub,dash,258,0.11.0-beta1,254,x11,Dub,runtime,,~>1.0,592
9263,Dub,dash,258,0.11.0-beta1,254,derelict-assimp3,Dub,runtime,,~>1.0,282
9264,Dub,dash,258,0.11.0-beta1,254,msgpack-d,Dub,runtime,,==0.9.2,475
9265,Dub,dash,258,0.11.0-beta1,254,vibe-d,Dub,runtime,,0.7.21-rc.2,579
9266,Dub,dash,258,0.11.0-beta1,254,derelict-fi,Dub,runtime,,~>1.0,287
9267,Dub,dash,258,0.11.0-beta1,254,derelict-gl3,Dub,runtime,,~>1.0,289
9268,Dub,dash,258,0.11.0-beta1,254,dyaml,Dub,runtime,,~>0.5,374
9269,Dub,dash,258,0.11.0-beta1,254,gfm:sdl2,Dub,runtime,,==1.3.3,
9270,Dub,dash,258,0.11.0-beta1,254,dlogg,Dub,runtime,,~>0.3,349
9271,Dub,dash,258,0.11.0-beta10,255,gl3n,Dub,runtime,,==1.0.0,403
9272,Dub,dash,258,0.11.0-beta10,255,logger,Dub,runtime,,==0.3.3,457
9273,Dub,dash,258,0.11.0-beta10,255,x11,Dub,runtime,,~>1.0,592
9274,Dub,dash,258,0.11.0-beta10,255,derelict-assimp3,Dub,runtime,,~>1.0,282
9275,Dub,dash,258,0.11.0-beta10,255,colorize,Dub,runtime,,==1.0.5,233
9276,Dub,dash,258,0.11.0-beta10,255,msgpack-d,Dub,runtime,,==0.9.2,475
9277,Dub,dash,258,0.11.0-beta10,255,vibe-d,Dub,runtime,,0.7.21-rc.4,579
9278,Dub,dash,258,0.11.0-beta10,255,derelict-fi,Dub,runtime,,~>1.0,287
9279,Dub,dash,258,0.11.0-beta10,255,derelict-gl3,Dub,runtime,,~>1.0,289
9280,Dub,dash,258,0.11.0-beta10,255,dyaml,Dub,runtime,,~>0.5,374
9281,Dub,dash,258,0.11.0-beta10,255,gfm:sdl2,Dub,runtime,,==1.3.8,
9282,Dub,dash,258,0.11.0-beta2,256,gl3n,Dub,runtime,,==1.0.0,403
9283,Dub,dash,258,0.11.0-beta2,256,x11,Dub,runtime,,~>1.0,592
9284,Dub,dash,258,0.11.0-beta2,256,derelict-assimp3,Dub,runtime,,~>1.0,282
9285,Dub,dash,258,0.11.0-beta2,256,msgpack-d,Dub,runtime,,==0.9.2,475
9286,Dub,dash,258,0.11.0-beta2,256,vibe-d,Dub,runtime,,0.7.21-rc.3,579
9287,Dub,dash,258,0.11.0-beta2,256,derelict-fi,Dub,runtime,,~>1.0,287
9288,Dub,dash,258,0.11.0-beta2,256,derelict-gl3,Dub,runtime,,~>1.0,289
